"Map","Archetype","Hash","Kind","Ytyp","Asset","Texture","Physics","Status"
"cdd","hash_307AA0E4","HASH_307AA0E4","direct","","[ydr]\barbeariavb.ydr","","","matched"
"cdd","hash_307AA0E4","HASH_307AA0E4","Drawable","[ytyp]\detailrua1.ytyp","hash_307AA0E4","hash_B77608F1","hash_307AA0E4","defined"
"cdd","hash_D656F75A","HASH_D656F75A","direct","","[ydr]\qsbalcao2.ydr","","","matched"
"cdd","hash_D656F75A","HASH_D656F75A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D656F75A","hash_D656F75A","hash_D656F75A","defined"
"cdd","hash_5EF5520E","HASH_5EF5520E","unknown","","","","","native_or_missing"
"cdd","hash_97179E90","HASH_97179E90","unknown","","","","","native_or_missing"
"cdd","hash_19ECD16A","HASH_19ECD16A","unknown","","","","","native_or_missing"
"cdd","hash_F5710873","HASH_F5710873","unknown","","","","","native_or_missing"
"cdd","hash_55AC9488","HASH_55AC9488","unknown","","","","","native_or_missing"
"cdd","hash_C2FBD300","HASH_C2FBD300","unknown","","","","","native_or_missing"
"cdd","hash_A5B043AD","HASH_A5B043AD","unknown","","","","","native_or_missing"
"cdd","hash_9D42A76E","HASH_9D42A76E","unknown","","","","","native_or_missing"
"cdd","hash_7786A8DA","HASH_7786A8DA","unknown","","","","","native_or_missing"
"cdd","hash_59D615E8","HASH_59D615E8","unknown","","","","","native_or_missing"
"cdd","hash_111091F7","HASH_111091F7","unknown","","","","","native_or_missing"
"cdd","hash_D6FDC209","HASH_D6FDC209","unknown","","","","","native_or_missing"
"cdd","hash_2F71C090","HASH_2F71C090","unknown","","","","","native_or_missing"
"cdd","hash_714D93AE","HASH_714D93AE","unknown","","","","","native_or_missing"
"cdd","hash_E9CE5291","HASH_E9CE5291","unknown","","","","","native_or_missing"
"cdd","hash_92E05029","HASH_92E05029","unknown","","","","","native_or_missing"
"cdd","hash_449E820B","HASH_449E820B","unknown","","","","","native_or_missing"
"cdd","hash_A966A43D","HASH_A966A43D","unknown","","","","","native_or_missing"
"cdd","hash_C41F32BF","HASH_C41F32BF","unknown","","","","","native_or_missing"
"cdd","hash_FFE74F59","HASH_FFE74F59","direct","","[ydr]\quebradashopgraf218.ydr","","","matched"
"cdd","hash_FFE74F59","HASH_FFE74F59","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_FFE74F59","hash_FFE74F59","hash_FFE74F59","defined"
"cdd","hash_DA6B8462","HASH_DA6B8462","direct","","[ydr]\quebradashopgraf216.ydr","","","matched"
"cdd","hash_DA6B8462","HASH_DA6B8462","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_DA6B8462","hash_DA6B8462","hash_DA6B8462","defined"
"cdd","hash_80DB5053","HASH_80DB5053","direct","","[ydr]\quebradashopgraf206.ydr","","","matched"
"cdd","hash_80DB5053","HASH_80DB5053","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_80DB5053","hash_80DB5053","hash_80DB5053","defined"
"cdd","hash_8FD0E6B3","HASH_8FD0E6B3","unknown","","","","","native_or_missing"
"cdd","hash_12EEC7A9","HASH_12EEC7A9","unknown","","","","","native_or_missing"
"cdd","hash_A0768594","HASH_A0768594","unknown","","","","","native_or_missing"
"cdd","hash_F6B0BE54","HASH_F6B0BE54","direct","","[ydr]\quebradashopgraf260.ydr","","","matched"
"cdd","hash_F6B0BE54","HASH_F6B0BE54","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_F6B0BE54","hash_F6B0BE54","hash_F6B0BE54","defined"
"cdd","hash_D863479C","HASH_D863479C","unknown","","","","","native_or_missing"
"cdd","hash_FE270B70","HASH_FE270B70","unknown","","","","","native_or_missing"
"cdd","hash_30E448AB","HASH_30E448AB","unknown","","","","","native_or_missing"
"cdd","hash_003CBC3E","HASH_003CBC3E","unknown","","","","","native_or_missing"
"cdd","hash_F9A0249B","HASH_F9A0249B","unknown","","","","","native_or_missing"
"cdd","hash_F1B294C4","HASH_F1B294C4","unknown","","","","","native_or_missing"
"cdd","hash_32EEF7C0","HASH_32EEF7C0","unknown","","","","","native_or_missing"
"cdd","hash_25F05CAE","HASH_25F05CAE","unknown","","","","","native_or_missing"
"cdd","hash_6F894259","HASH_6F894259","unknown","","","","","native_or_missing"
"cdd","hash_A151C90C","HASH_A151C90C","unknown","","","","","native_or_missing"
"cdd","hash_4A341CE2","HASH_4A341CE2","unknown","","","","","native_or_missing"
"cdd","hash_8FB4BE83","HASH_8FB4BE83","unknown","","","","","native_or_missing"
"cdd","hash_618CE28F","HASH_618CE28F","unknown","","","","","native_or_missing"
"cdd","hash_89003171","HASH_89003171","unknown","","","","","native_or_missing"
"cdd","hash_0F6D8395","HASH_0F6D8395","unknown","","","","","native_or_missing"
"cdd","hash_44BECFD2","HASH_44BECFD2","unknown","","","","","native_or_missing"
"cdd","hash_01B4E589","HASH_01B4E589","unknown","","","","","native_or_missing"
"cdd","hash_D3C2F298","HASH_D3C2F298","unknown","","","","","native_or_missing"
"cdd","hash_12C9A85C","HASH_12C9A85C","unknown","","","","","native_or_missing"
"cdd","hash_75851C31","HASH_75851C31","unknown","","","","","native_or_missing"
"cdd","hash_38872A83","HASH_38872A83","direct","","[ydr]\quebradashopgraf291.ydr","","","matched"
"cdd","hash_38872A83","HASH_38872A83","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_38872A83","hash_38872A83","hash_38872A83","defined"
"cdd","hash_62F2610C","HASH_62F2610C","direct","","[ydr]\tijoloqs1.ydr","","","matched"
"cdd","hash_62F2610C","HASH_62F2610C","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_62F2610C","hash_DAC99FC2","hash_62F2610C","defined"
"cdd","hash_C22D2CEF","HASH_C22D2CEF","unknown","","","","","native_or_missing"
"cdd","hash_94212AE2","HASH_94212AE2","direct","","[ydr]\caixaqs3.ydr","","","matched"
"cdd","hash_94212AE2","HASH_94212AE2","Drawable","[ytyp]\detailrua1.ytyp","hash_94212AE2","hash_94212AE2","hash_94212AE2","defined"
"cdd","hash_565A2095","HASH_565A2095","direct","","[ydr]\caixaqs4b.ydr","","","matched"
"cdd","hash_565A2095","HASH_565A2095","Drawable","[ytyp]\detailrua1.ytyp","hash_565A2095","hash_565A2095","hash_565A2095","defined"
"cdd","hash_9EB7754F","HASH_9EB7754F","direct","","[ydr]\quebradashopgraf503.ydr","","","matched"
"cdd","hash_9EB7754F","HASH_9EB7754F","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_9EB7754F","hash_9EB7754F","hash_9EB7754F","defined"
"cdd","hash_0628E1B3","HASH_0628E1B3","direct","","[ydr]\quebradashop14e.ydr","","","matched"
"cdd","hash_0628E1B3","HASH_0628E1B3","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_0628E1B3","hash_5BD1F89C","hash_0628E1B3","defined"
"cdd","hash_BA525FD5","HASH_BA525FD5","direct","","[ydr]\qsbalcao.ydr","","","matched"
"cdd","hash_BA525FD5","HASH_BA525FD5","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_BA525FD5","hash_BA525FD5","hash_BA525FD5","defined"
"cdd","hash_A4F7B696","HASH_A4F7B696","unknown","","","","","native_or_missing"
"cdd","hash_E32C6055","HASH_E32C6055","unknown","","","","","native_or_missing"
"cdd","hash_5B5C4263","HASH_5B5C4263","unknown","","","","","native_or_missing"
"cdd","hash_4B414082","HASH_4B414082","unknown","","","","","native_or_missing"
"cdd","hash_720736E5","HASH_720736E5","unknown","","","","","native_or_missing"
"cdd","hash_282E1D9C","HASH_282E1D9C","unknown","","","","","native_or_missing"
"cdd","hash_9AE4D12B","HASH_9AE4D12B","unknown","","","","","native_or_missing"
"cdd","hash_E6EAE263","HASH_E6EAE263","unknown","","","","","native_or_missing"
"cdd","hash_D30A7BB3","HASH_D30A7BB3","unknown","","","","","native_or_missing"
"cdd","hash_99FC2DE9","HASH_99FC2DE9","unknown","","","","","native_or_missing"
"cdd","hash_040BD26A","HASH_040BD26A","unknown","","","","","native_or_missing"
"cdd","hash_92F001A2","HASH_92F001A2","unknown","","","","","native_or_missing"
"cdd","hash_806C3AF6","HASH_806C3AF6","unknown","","","","","native_or_missing"
"cdd","hash_B7587711","HASH_B7587711","unknown","","","","","native_or_missing"
"cdd","hash_4DE6A409","HASH_4DE6A409","unknown","","","","","native_or_missing"
"cdd","hash_B388538B","HASH_B388538B","unknown","","","","","native_or_missing"
"cdd","hash_F5D66055","HASH_F5D66055","unknown","","","","","native_or_missing"
"cdd","hash_BE4C9620","HASH_BE4C9620","unknown","","","","","native_or_missing"
"cdd","hash_E4B0AE85","HASH_E4B0AE85","unknown","","","","","native_or_missing"
"cdd","hash_9970981E","HASH_9970981E","unknown","","","","","native_or_missing"
"cdd","hash_99730BEA","HASH_99730BEA","unknown","","","","","native_or_missing"
"cdd","hash_B17C93AD","HASH_B17C93AD","unknown","","","","","native_or_missing"
"cdd","hash_3B21C5E7","HASH_3B21C5E7","unknown","","","","","native_or_missing"
"cdd","hash_426A547C","HASH_426A547C","unknown","","","","","native_or_missing"
"cdd","hash_D8FE9A9D","HASH_D8FE9A9D","unknown","","","","","native_or_missing"
"cdd","hash_20DA9342","HASH_20DA9342","unknown","","","","","native_or_missing"
"cdd","hash_ED3F3AD6","HASH_ED3F3AD6","unknown","","","","","native_or_missing"
"cdd","hash_E94F008D","HASH_E94F008D","unknown","","","","","native_or_missing"
"cdd","hash_D3C6D323","HASH_D3C6D323","unknown","","","","","native_or_missing"
"cdd","hash_97D0969C","HASH_97D0969C","unknown","","","","","native_or_missing"
"cdd","hash_5CC38F40","HASH_5CC38F40","direct","","[ydr]\quebradashop17.ydr","","","matched"
"cdd","hash_5CC38F40","HASH_5CC38F40","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_5CC38F40","hash_DAC99FC2","hash_5CC38F40","defined"
"cdd","hash_C2FF6D4F","HASH_C2FF6D4F","unknown","","","","","native_or_missing"
"cdd","hash_5B76D222","HASH_5B76D222","unknown","","","","","native_or_missing"
"cdd","hash_29CB0F3C","HASH_29CB0F3C","unknown","","","","","native_or_missing"
"cdd","hash_44083A8F","HASH_44083A8F","unknown","","","","","native_or_missing"
"cdd","hash_4BD5A672","HASH_4BD5A672","unknown","","","","","native_or_missing"
"cdd","hash_B56C3FB8","HASH_B56C3FB8","unknown","","","","","native_or_missing"
"cdd","hash_1EEB7E4A","HASH_1EEB7E4A","unknown","","","","","native_or_missing"
"cdd","hash_4932F486","HASH_4932F486","unknown","","","","","native_or_missing"
"cdd","hash_88E1FD6B","HASH_88E1FD6B","unknown","","","","","native_or_missing"
"cdd","hash_69F24B9A","HASH_69F24B9A","unknown","","","","","native_or_missing"
"cdd","hash_AB11CC80","HASH_AB11CC80","unknown","","","","","native_or_missing"
"cdd","hash_2D9A5028","HASH_2D9A5028","unknown","","","","","native_or_missing"
"cdd","hash_2B1E3BFB","HASH_2B1E3BFB","unknown","","","","","native_or_missing"
"cdd","hash_A7E570CE","HASH_A7E570CE","unknown","","","","","native_or_missing"
"cdd","hash_43D4EC63","HASH_43D4EC63","unknown","","","","","native_or_missing"
"cdd","hash_9637BA84","HASH_9637BA84","unknown","","","","","native_or_missing"
"cdd","hash_9C0759EC","HASH_9C0759EC","unknown","","","","","native_or_missing"
"cdd","hash_B6818EE0","HASH_B6818EE0","unknown","","","","","native_or_missing"
"cdd","hash_119A1C03","HASH_119A1C03","unknown","","","","","native_or_missing"
"cdd","hash_C7209C78","HASH_C7209C78","direct","","[ydr]\qs_quadro1.ydr","","","matched"
"cdd","hash_C7209C78","HASH_C7209C78","Drawable","[ydr]\qs_quadro.ytyp","hash_C7209C78","hash_F5EA76E1","hash_C7209C78","defined"
"cdd","hash_0752F68A","HASH_0752F68A","unknown","","","","","native_or_missing"
"cdd","hash_676AB38E","HASH_676AB38E","unknown","","","","","native_or_missing"
"cdd","hash_95F357DB","HASH_95F357DB","unknown","","","","","native_or_missing"
"cdd","hash_A11AD1D7","HASH_A11AD1D7","unknown","","","","","native_or_missing"
"cdd","hash_EDD0E658","HASH_EDD0E658","unknown","","","","","native_or_missing"
"cdd","hash_DA8E1DD7","HASH_DA8E1DD7","unknown","","","","","native_or_missing"
"cdd","hash_0A312D63","HASH_0A312D63","unknown","","","","","native_or_missing"
"cdd","hash_91173138","HASH_91173138","unknown","","","","","native_or_missing"
"cdd","hash_B8814E33","HASH_B8814E33","unknown","","","","","native_or_missing"
"cdd","hash_894E3B16","HASH_894E3B16","unknown","","","","","native_or_missing"
"cdd","hash_F1DBF1EE","HASH_F1DBF1EE","direct","","[ydr]\qs_quadro2.ydr","","","matched"
"cdd","hash_F1DBF1EE","HASH_F1DBF1EE","Drawable","[ydr]\qs_quadro.ytyp","hash_F1DBF1EE","hash_F5EA76E1","hash_F1DBF1EE","defined"
"cdd","hash_A5C3F740","HASH_A5C3F740","unknown","","","","","native_or_missing"
"cdd","hash_2DDA37E0","HASH_2DDA37E0","unknown","","","","","native_or_missing"
"cdd","hash_5CDF8AF9","HASH_5CDF8AF9","unknown","","","","","native_or_missing"
"cdd","hash_BB234358","HASH_BB234358","unknown","","","","","native_or_missing"
"cdd","hash_7E27D7D5","HASH_7E27D7D5","unknown","","","","","native_or_missing"
"cdd","hash_4486B0AA","HASH_4486B0AA","unknown","","","","","native_or_missing"
"cdd","hash_E846D990","HASH_E846D990","unknown","","","","","native_or_missing"
"cdd","hash_95C5226A","HASH_95C5226A","unknown","","","","","native_or_missing"
"cdd","hash_BAE1AED4","HASH_BAE1AED4","direct","","[ydr]\qs_quadro.ydr","","","matched"
"cdd","hash_BAE1AED4","HASH_BAE1AED4","Drawable","[ydr]\qs_quadro.ytyp","hash_BAE1AED4","hash_F5EA76E1","hash_BAE1AED4","defined"
"cdd","hash_097D1470","HASH_097D1470","direct","","[ydr]\sky.ydr","","","matched"
"cdd","hash_097D1470","HASH_097D1470","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_097D1470","hash_097D1470","hash_097D1470","defined"
"cdd","hash_180DFDC2","HASH_180DFDC2","direct","","[ydr]\escolabrkk.ydr","","","matched"
"cdd","hash_180DFDC2","HASH_180DFDC2","Drawable","[ytyp]\detailrua1.ytyp","hash_180DFDC2","hash_B77608F1","hash_180DFDC2","defined"
"cdd","hash_F31BAFB1","HASH_F31BAFB1","direct","","[ydr]\mesaescola.ydr","","","matched"
"cdd","hash_F31BAFB1","HASH_F31BAFB1","Drawable","[ytyp]\detailrua1.ytyp","hash_F31BAFB1","hash_B77608F1","hash_F31BAFB1","defined"
"cdd","hash_4F9B8C0A","HASH_4F9B8C0A","unknown","","","","","native_or_missing"
"cdd","hash_C82AA437","HASH_C82AA437","unknown","","","","","native_or_missing"
"cdd","hash_810CD329","HASH_810CD329","unknown","","","","","native_or_missing"
"cdd","hash_D1368CC9","HASH_D1368CC9","unknown","","","","","native_or_missing"
"cdd","hash_4A094F76","HASH_4A094F76","unknown","","","","","native_or_missing"
"cdd","hash_DFE77C3B","HASH_DFE77C3B","unknown","","","","","native_or_missing"
"cdd","hash_411210A4","HASH_411210A4","unknown","","","","","native_or_missing"
"cdd","hash_8DDD6161","HASH_8DDD6161","unknown","","","","","native_or_missing"
"cdd","hash_3B2A9B2E","HASH_3B2A9B2E","unknown","","","","","native_or_missing"
"cdd","hash_3BD9D536","HASH_3BD9D536","unknown","","","","","native_or_missing"
"cdd","hash_45D0C76C","HASH_45D0C76C","unknown","","","","","native_or_missing"
"cdd","hash_E500CCC5","HASH_E500CCC5","unknown","","","","","native_or_missing"
"cdd","hash_146EABA0","HASH_146EABA0","unknown","","","","","native_or_missing"
"cdd","hash_76E9F095","HASH_76E9F095","unknown","","","","","native_or_missing"
"cdd","hash_A204A6E9","HASH_A204A6E9","unknown","","","","","native_or_missing"
"cdd","hash_F5719B72","HASH_F5719B72","unknown","","","","","native_or_missing"
"cdd","hash_809225F9","HASH_809225F9","unknown","","","","","native_or_missing"
"cdd","hash_575ECE33","HASH_575ECE33","unknown","","","","","native_or_missing"
"cdd","hash_8C76B862","HASH_8C76B862","unknown","","","","","native_or_missing"
"cdd","hash_79A4BD42","HASH_79A4BD42","unknown","","","","","native_or_missing"
"cdd","hash_33B5DD3F","HASH_33B5DD3F","unknown","","","","","native_or_missing"
"cdd","hash_942944A9","HASH_942944A9","unknown","","","","","native_or_missing"
"cdd","hash_636BC999","HASH_636BC999","unknown","","","","","native_or_missing"
"cdd","hash_3250A31D","HASH_3250A31D","unknown","","","","","native_or_missing"
"cdd","hash_C883E74F","HASH_C883E74F","unknown","","","","","native_or_missing"
"cdd","hash_2F3A5B38","HASH_2F3A5B38","unknown","","","","","native_or_missing"
"cdd","hash_3CEF76A2","HASH_3CEF76A2","unknown","","","","","native_or_missing"
"cdd","hash_E4117A0E","HASH_E4117A0E","unknown","","","","","native_or_missing"
"cdd","hash_0857FA00","HASH_0857FA00","unknown","","","","","native_or_missing"
"cdd","hash_0248C996","HASH_0248C996","unknown","","","","","native_or_missing"
"cdd","hash_57CA6238","HASH_57CA6238","unknown","","","","","native_or_missing"
"cdd","hash_FFA54E54","HASH_FFA54E54","unknown","","","","","native_or_missing"
"cdd","hash_16770E68","HASH_16770E68","unknown","","","","","native_or_missing"
"cdd","hash_3A4055FA","HASH_3A4055FA","unknown","","","","","native_or_missing"
"cdd","hash_DFD47A70","HASH_DFD47A70","direct","","[ydr]\casa63vb.ydr","","","matched"
"cdd","hash_DFD47A70","HASH_DFD47A70","Drawable","[ydr]\barracoqs10.ytyp","hash_DFD47A70","hash_29E5B098","hash_DFD47A70","defined"
"cdd","hash_4A7950A6","HASH_4A7950A6","direct","","[ydr]\casa108vb.ydr","","","matched"
"cdd","hash_4A7950A6","HASH_4A7950A6","Drawable","[ydr]\barracoqs10.ytyp","hash_4A7950A6","hash_29E5B098","hash_4A7950A6","defined"
"cdd","hash_2F99E832","HASH_2F99E832","direct","","[ydr]\quebradashop_muro1a.ydr","","","matched"
"cdd","hash_2F99E832","HASH_2F99E832","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_2F99E832","hash_DAC99FC2","hash_2F99E832","defined"
"cdd","hash_7BE40C07","HASH_7BE40C07","direct","","[ydr]\casa107vb.ydr","","","matched"
"cdd","hash_7BE40C07","HASH_7BE40C07","Drawable","[ydr]\barracoqs10.ytyp","hash_7BE40C07","hash_29E5B098","hash_7BE40C07","defined"
"cdd","hash_069E0268","HASH_069E0268","direct","","[ydr]\casa59vb2.ydr","","","matched"
"cdd","hash_069E0268","HASH_069E0268","Drawable","[ydr]\barracoqs10.ytyp","hash_069E0268","hash_29E5B098","hash_069E0268","defined"
"cdd","hash_069E0268","HASH_069E0268","Drawable","[ydr]\barracoqs10.ytyp","hash_069E0268","hash_29E5B098","hash_069E0268","defined"
"cdd","hash_D012CAA6","HASH_D012CAA6","direct","","[ydr]\casa71vb.ydr","","","matched"
"cdd","hash_D012CAA6","HASH_D012CAA6","Drawable","[ydr]\barracoqs10.ytyp","hash_D012CAA6","hash_29E5B098","hash_D012CAA6","defined"
"cdd","hash_C8EA97E8","HASH_C8EA97E8","direct","","[ydr]\casa72vb.ydr","","","matched"
"cdd","hash_C8EA97E8","HASH_C8EA97E8","Drawable","[ydr]\barracoqs10.ytyp","hash_C8EA97E8","hash_29E5B098","hash_C8EA97E8","defined"
"cdd","hash_85519811","HASH_85519811","direct","","[ydr]\basevb3.ydr","","","matched"
"cdd","hash_85519811","HASH_85519811","Drawable","[ydr]\barracoqs10.ytyp","hash_85519811","hash_29E5B098","hash_85519811","defined"
"cdd","hash_CCBE1358","HASH_CCBE1358","direct","","[ydr]\casa93vb.ydr","","","matched"
"cdd","hash_CCBE1358","HASH_CCBE1358","Drawable","[ydr]\barracoqs10.ytyp","hash_CCBE1358","hash_29E5B098","hash_CCBE1358","defined"
"cdd","hash_56B89BF6","HASH_56B89BF6","direct","","[ydr]\casa96vb.ydr","","","matched"
"cdd","hash_56B89BF6","HASH_56B89BF6","Drawable","[ydr]\barracoqs10.ytyp","hash_56B89BF6","hash_29E5B098","hash_56B89BF6","defined"
"cdd","hash_CC1F6F79","HASH_CC1F6F79","direct","","[ydr]\campoqs_grade2.ydr","","","matched"
"cdd","hash_CC1F6F79","HASH_CC1F6F79","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_CC1F6F79","hash_5BD1F89C","hash_CC1F6F79","defined"
"cdd","hash_5A5F0BFA","HASH_5A5F0BFA","direct","","[ydr]\campoqs_grade3.ydr","","","matched"
"cdd","hash_5A5F0BFA","HASH_5A5F0BFA","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_5A5F0BFA","hash_5BD1F89C","hash_5A5F0BFA","defined"
"cdd","hash_7D86C381","HASH_7D86C381","direct","","[ydr]\quebradashop18d.ydr","","","matched"
"cdd","hash_7D86C381","HASH_7D86C381","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_7D86C381","hash_5BD1F89C","hash_7D86C381","defined"
"cdd","hash_4D63C56D","HASH_4D63C56D","direct","","[ydr]\quebradashop1.ydr","","","matched"
"cdd","hash_4D63C56D","HASH_4D63C56D","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4D63C56D","hash_DAC99FC2","hash_4D63C56D","defined"
"cdd","hash_DA5A8233","HASH_DA5A8233","direct","","[ydr]\casa102vb.ydr","","","matched"
"cdd","hash_DA5A8233","HASH_DA5A8233","Drawable","[ydr]\barracoqs10.ytyp","hash_DA5A8233","hash_29E5B098","hash_DA5A8233","defined"
"cdd","hash_839408F0","HASH_839408F0","direct","","[ydr]\casa103vb.ydr","","","matched"
"cdd","hash_839408F0","HASH_839408F0","Drawable","[ydr]\barracoqs10.ytyp","hash_839408F0","hash_29E5B098","hash_839408F0","defined"
"cdd","hash_03B2501E","HASH_03B2501E","direct","","[ydr]\casa85vb.ydr","","","matched"
"cdd","hash_03B2501E","HASH_03B2501E","Drawable","[ydr]\barracoqs10.ytyp","hash_03B2501E","hash_29E5B098","hash_03B2501E","defined"
"cdd","hash_BB9E10D2","HASH_BB9E10D2","direct","","[ydr]\casa61vb.ydr","","","matched"
"cdd","hash_BB9E10D2","HASH_BB9E10D2","Drawable","[ydr]\barracoqs10.ytyp","hash_BB9E10D2","hash_29E5B098","hash_BB9E10D2","defined"
"cdd","hash_83D14A6C","HASH_83D14A6C","direct","","[ydr]\casa87vb.ydr","","","matched"
"cdd","hash_83D14A6C","HASH_83D14A6C","Drawable","[ydr]\barracoqs10.ytyp","hash_83D14A6C","hash_29E5B098","hash_83D14A6C","defined"
"cdd","hash_08EE84C7","HASH_08EE84C7","direct","","[ydr]\qsbarraco71a.ydr","","","matched"
"cdd","hash_08EE84C7","HASH_08EE84C7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_08EE84C7","hash_DAC99FC2","hash_08EE84C7","defined"
"cdd","hash_E6009E2A","HASH_E6009E2A","direct","","[ydr]\casa94vb.ydr","","","matched"
"cdd","hash_E6009E2A","HASH_E6009E2A","Drawable","[ydr]\barracoqs10.ytyp","hash_E6009E2A","hash_29E5B098","hash_E6009E2A","defined"
"cdd","hash_EF40DE7E","HASH_EF40DE7E","direct","","[ydr]\qs_escada2.ydr","","","matched"
"cdd","hash_EF40DE7E","HASH_EF40DE7E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EF40DE7E","hash_5BD1F89C","hash_EF40DE7E","defined"
"cdd","hash_6C6E58D7","HASH_6C6E58D7","direct","","[ydr]\qs_escada3.ydr","","","matched"
"cdd","hash_6C6E58D7","HASH_6C6E58D7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6C6E58D7","hash_5BD1F89C","hash_6C6E58D7","defined"
"cdd","hash_360E2A49","HASH_360E2A49","direct","","[ydr]\casa79vb.ydr","","","matched"
"cdd","hash_360E2A49","HASH_360E2A49","Drawable","[ydr]\barracoqs10.ytyp","hash_360E2A49","hash_29E5B098","hash_360E2A49","defined"
"cdd","hash_B2ED799C","HASH_B2ED799C","direct","","[ydr]\casa74vb.ydr","","","matched"
"cdd","hash_B2ED799C","HASH_B2ED799C","Drawable","[ydr]\barracoqs10.ytyp","hash_B2ED799C","hash_29E5B098","hash_B2ED799C","defined"
"cdd","hash_E6665723","HASH_E6665723","direct","","[ydr]\casa77vb.ydr","","","matched"
"cdd","hash_E6665723","HASH_E6665723","Drawable","[ydr]\barracoqs10.ytyp","hash_E6665723","hash_29E5B098","hash_E6665723","defined"
"cdd","hash_9AB64C75","HASH_9AB64C75","direct","","[ydr]\casa86vb.ydr","","","matched"
"cdd","hash_9AB64C75","HASH_9AB64C75","Drawable","[ydr]\barracoqs10.ytyp","hash_9AB64C75","hash_29E5B098","hash_9AB64C75","defined"
"cdd","hash_5AB33561","HASH_5AB33561","direct","","[ydr]\qs_escada4.ydr","","","matched"
"cdd","hash_5AB33561","HASH_5AB33561","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_5AB33561","hash_5BD1F89C","hash_5AB33561","defined"
"cdd","hash_942C9E1B","HASH_942C9E1B","direct","","[ydr]\qsgrade.ydr","","","matched"
"cdd","hash_942C9E1B","HASH_942C9E1B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_942C9E1B","hash_DAC99FC2","hash_942C9E1B","defined"
"cdd","hash_977282C9","HASH_977282C9","direct","","[ydr]\qsgrade3.ydr","","","matched"
"cdd","hash_977282C9","HASH_977282C9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_977282C9","hash_DAC99FC2","hash_977282C9","defined"
"cdd","hash_60F61771","HASH_60F61771","direct","","[ydr]\quebradashop15.ydr","","","matched"
"cdd","hash_60F61771","HASH_60F61771","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_60F61771","hash_DAC99FC2","hash_60F61771","defined"
"cdd","hash_AA3139AD","HASH_AA3139AD","direct","","[ydr]\quebradashop12e.ydr","","","matched"
"cdd","hash_AA3139AD","HASH_AA3139AD","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_AA3139AD","hash_5BD1F89C","hash_AA3139AD","defined"
"cdd","hash_2599C92F","HASH_2599C92F","direct","","[ydr]\casa110vb.ydr","","","matched"
"cdd","hash_2599C92F","HASH_2599C92F","Drawable","[ydr]\barracoqs10.ytyp","hash_2599C92F","hash_29E5B098","hash_2599C92F","defined"
"cdd","hash_D82F41EF","HASH_D82F41EF","direct","","[ydr]\casa100vb.ydr","","","matched"
"cdd","hash_D82F41EF","HASH_D82F41EF","Drawable","[ydr]\barracoqs10.ytyp","hash_D82F41EF","hash_29E5B098","hash_D82F41EF","defined"
"cdd","hash_36F9DF66","HASH_36F9DF66","direct","","[ydr]\qsbarraco66b.ydr","","","matched"
"cdd","hash_36F9DF66","HASH_36F9DF66","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_36F9DF66","hash_DAC99FC2","hash_36F9DF66","defined"
"cdd","hash_B1AC249F","HASH_B1AC249F","direct","","[ydr]\qsbarraco72a.ydr","","","matched"
"cdd","hash_B1AC249F","HASH_B1AC249F","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_B1AC249F","hash_DAC99FC2","hash_B1AC249F","defined"
"cdd","hash_D2DC5C2A","HASH_D2DC5C2A","direct","","[ydr]\qs_escada01.ydr","","","matched"
"cdd","hash_D2DC5C2A","HASH_D2DC5C2A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D2DC5C2A","hash_5BD1F89C","hash_D2DC5C2A","defined"
"cdd","hash_114DBF68","HASH_114DBF68","direct","","[ydr]\casa16vb1.ydr","","","matched"
"cdd","hash_114DBF68","HASH_114DBF68","Drawable","[ytyp]\detailrua1.ytyp","hash_114DBF68","hash_B77608F1","hash_114DBF68","defined"
"cdd","hash_CB34C84B","HASH_CB34C84B","direct","","[ydr]\qs_escada4a.ydr","","","matched"
