"Map","Archetype","Hash","Kind","Ytyp","Asset","Texture","Physics","Status"
"cdd","hash_487C3496","HASH_487C3496","Drawable","[ydr]\qs_props.ytyp","hash_487C3496","hash_B82851B1","hash_487C3496","defined"
"cdd","hash_487C3496","HASH_487C3496","Drawable","[ytyp]\detailrua1.ytyp","hash_487C3496","hash_B82851B1","hash_487C3496","defined"
"cdd","hash_ADAE56B5","HASH_ADAE56B5","direct","","[ydr]\quebradashopgraf307.ydr","","","matched"
"cdd","hash_ADAE56B5","HASH_ADAE56B5","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_ADAE56B5","hash_ADAE56B5","hash_ADAE56B5","defined"
"cdd","hash_A5AD9D27","HASH_A5AD9D27","direct","","[ydr]\quebradashopgraf275.ydr","","","matched"
"cdd","hash_A5AD9D27","HASH_A5AD9D27","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_A5AD9D27","hash_A5AD9D27","hash_A5AD9D27","defined"
"cdd","hash_7B3AC602","HASH_7B3AC602","direct","","[ydr]\quebradashopgraf211.ydr","","","matched"
"cdd","hash_7B3AC602","HASH_7B3AC602","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_7B3AC602","hash_7B3AC602","hash_7B3AC602","defined"
"cdd","hash_B56ECCC9","HASH_B56ECCC9","unknown","","","","","native_or_missing"
"cdd","hash_0C84273A","HASH_0C84273A","direct","","[ydr]\qs_quadro7.ydr","","","matched"
"cdd","hash_0C84273A","HASH_0C84273A","Drawable","[ydr]\qs_quadro.ytyp","hash_0C84273A","hash_F5EA76E1","hash_0C84273A","defined"
"cdd","hash_722FA28E","HASH_722FA28E","unknown","","","","","native_or_missing"
"cdd","hash_274BA905","HASH_274BA905","unknown","","","","","native_or_missing"
"cdd","hash_2351F1B1","HASH_2351F1B1","unknown","","","","","native_or_missing"
"cdd","hash_1B8CA8AD","HASH_1B8CA8AD","unknown","","","","","native_or_missing"
"cdd","hash_593A9667","HASH_593A9667","unknown","","","","","native_or_missing"
"cdd","hash_75447865","HASH_75447865","unknown","","","","","native_or_missing"
"cdd","hash_8AEBA3B7","HASH_8AEBA3B7","unknown","","","","","native_or_missing"
"cdd","hash_E0B78F41","HASH_E0B78F41","unknown","","","","","native_or_missing"
"cdd","hash_968A47D1","HASH_968A47D1","unknown","","","","","native_or_missing"
"cdd","hash_2D4768B4","HASH_2D4768B4","unknown","","","","","native_or_missing"
"cdd","hash_1FD9CDD9","HASH_1FD9CDD9","unknown","","","","","native_or_missing"
"cdd","hash_8FA37B54","HASH_8FA37B54","unknown","","","","","native_or_missing"
"cdd","hash_65ED89C9","HASH_65ED89C9","direct","","[ydr]\qsv_52_clothing07.ydr","","","matched"
"cdd","hash_65ED89C9","HASH_65ED89C9","Drawable","[ydr]\qs_props.ytyp","hash_65ED89C9","hash_312550B7","hash_65ED89C9","defined"
"cdd","hash_65ED89C9","HASH_65ED89C9","Drawable","[ytyp]\detailrua1.ytyp","hash_65ED89C9","hash_312550B7","hash_65ED89C9","defined"
"cdd","hash_28C8A784","HASH_28C8A784","unknown","","","","","native_or_missing"
"cdd","hash_C6A36F32","HASH_C6A36F32","unknown","","","","","native_or_missing"
"cdd","hash_FC3967DF","HASH_FC3967DF","unknown","","","","","native_or_missing"
"cdd","hash_11A7C451","HASH_11A7C451","unknown","","","","","native_or_missing"
"cdd","hash_6B18272B","HASH_6B18272B","direct","","[ydr]\quebradashop23b.ydr","","","matched"
"cdd","hash_6B18272B","HASH_6B18272B","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_6B18272B","hash_DAC99FC2","hash_6B18272B","defined"
"cdd","hash_6AA742DD","HASH_6AA742DD","direct","","[ydr]\balcaocaixa.ydr","","","matched"
"cdd","hash_6AA742DD","HASH_6AA742DD","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6AA742DD","hash_6AA742DD","hash_893DA201","defined"
"cdd","hash_265B608E","HASH_265B608E","unknown","","","","","native_or_missing"
"cdd","hash_E0495463","HASH_E0495463","unknown","","","","","native_or_missing"
"cdd","hash_54BBA095","HASH_54BBA095","unknown","","","","","native_or_missing"
"cdd","hash_55B2BF3C","HASH_55B2BF3C","unknown","","","","","native_or_missing"
"cdd","hash_FCBD0D4E","HASH_FCBD0D4E","unknown","","","","","native_or_missing"
"cdd","hash_F2DF798F","HASH_F2DF798F","unknown","","","","","native_or_missing"
"cdd","hash_EDD7C0D3","HASH_EDD7C0D3","unknown","","","","","native_or_missing"
"cdd","hash_E544103F","HASH_E544103F","direct","","[ydr]\quebradashopgraf183.ydr","","","matched"
"cdd","hash_E544103F","HASH_E544103F","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_E544103F","hash_E544103F","hash_E544103F","defined"
"cdd","hash_BFABB86B","HASH_BFABB86B","direct","","[ydr]\quebradashopgraf179.ydr","","","matched"
"cdd","hash_BFABB86B","HASH_BFABB86B","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_BFABB86B","hash_BFABB86B","hash_BFABB86B","defined"
"cdd","hash_D872EA05","HASH_D872EA05","direct","","[ydr]\quebradashopgraf175.ydr","","","matched"
"cdd","hash_D872EA05","HASH_D872EA05","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_D872EA05","hash_D872EA05","hash_D872EA05","defined"
"cdd","hash_934A0835","HASH_934A0835","direct","","[ydr]\padariaquebrada.ydr","","","matched"
"cdd","hash_934A0835","HASH_934A0835","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_934A0835","hash_B77608F1","hash_934A0835","defined"
"cdd","hash_4727519A","HASH_4727519A","unknown","","","","","native_or_missing"
"cdd","hash_52622D9E","HASH_52622D9E","unknown","","","","","native_or_missing"
"cdd","hash_2D12B0A7","HASH_2D12B0A7","unknown","","","","","native_or_missing"
"cdd","hash_A2995F30","HASH_A2995F30","unknown","","","","","native_or_missing"
"cdd","hash_1B509699","HASH_1B509699","unknown","","","","","native_or_missing"
"cdd","hash_95C95659","HASH_95C95659","unknown","","","","","native_or_missing"
"cdd","hash_FD8A3806","HASH_FD8A3806","unknown","","","","","native_or_missing"
"cdd","hash_C81484D2","HASH_C81484D2","unknown","","","","","native_or_missing"
"cdd","hash_902D2C9F","HASH_902D2C9F","unknown","","","","","native_or_missing"
"cdd","hash_3C4DAC35","HASH_3C4DAC35","unknown","","","","","native_or_missing"
"cdd","hash_720018B7","HASH_720018B7","unknown","","","","","native_or_missing"
"cdd","hash_8E94F097","HASH_8E94F097","unknown","","","","","native_or_missing"
"cdd","hash_9AAD20AF","HASH_9AAD20AF","unknown","","","","","native_or_missing"
"cdd","hash_3588DC03","HASH_3588DC03","unknown","","","","","native_or_missing"
"cdd","hash_6FA119C7","HASH_6FA119C7","unknown","","","","","native_or_missing"
"cdd","hash_59C16E2C","HASH_59C16E2C","unknown","","","","","native_or_missing"
"cdd","hash_E8E1BA72","HASH_E8E1BA72","unknown","","","","","native_or_missing"
"cdd","hash_CF821D72","HASH_CF821D72","unknown","","","","","native_or_missing"
"cdd","hash_F91D716C","HASH_F91D716C","unknown","","","","","native_or_missing"
"cdd","hash_16DBACE8","HASH_16DBACE8","unknown","","","","","native_or_missing"
"cdd","hash_CC691808","HASH_CC691808","unknown","","","","","native_or_missing"
"cdd","hash_9271A41A","HASH_9271A41A","unknown","","","","","native_or_missing"
"cdd","hash_144BC725","HASH_144BC725","unknown","","","","","native_or_missing"
"cdd","hash_7F845900","HASH_7F845900","unknown","","","","","native_or_missing"
"cdd","hash_93BDB700","HASH_93BDB700","unknown","","","","","native_or_missing"
"cdd","hash_D43057F3","HASH_D43057F3","unknown","","","","","native_or_missing"
"cdd","hash_E3D37913","HASH_E3D37913","unknown","","","","","native_or_missing"
"cdd","hash_3746E69A","HASH_3746E69A","unknown","","","","","native_or_missing"
"cdd","hash_83EDA4D2","HASH_83EDA4D2","unknown","","","","","native_or_missing"
"cdd","hash_25C64399","HASH_25C64399","unknown","","","","","native_or_missing"
"cdd","hash_1213B24D","HASH_1213B24D","unknown","","","","","native_or_missing"
"cdd","hash_F8192821","HASH_F8192821","direct","","[ydr]\quebradashopgraf500.ydr","","","matched"
"cdd","hash_F8192821","HASH_F8192821","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_F8192821","hash_F8192821","hash_F8192821","defined"
"cdd","hash_557FE3C5","HASH_557FE3C5","direct","","[ydr]\quebradashopgraf514.ydr","","","matched"
"cdd","hash_557FE3C5","HASH_557FE3C5","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_557FE3C5","hash_557FE3C5","hash_557FE3C5","defined"
"cdd","hash_318C9AFB","HASH_318C9AFB","direct","","[ydr]\quebradashopgraf504.ydr","","","matched"
"cdd","hash_318C9AFB","HASH_318C9AFB","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_318C9AFB","hash_318C9AFB","hash_318C9AFB","defined"
"cdd","hash_BC3D09F6","HASH_BC3D09F6","direct","","[ydr]\quebradashopgraf520.ydr","","","matched"
"cdd","hash_BC3D09F6","HASH_BC3D09F6","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_BC3D09F6","hash_BC3D09F6","hash_BC3D09F6","defined"
"cdd","quebradashoprua_cdd","HASH_924BE507","direct","","[mapas]\[favelacdd]\quebradashoprua_cdd.ydr","","","matched"
"cdd","quebradashoprua_cdd","HASH_924BE507","Drawable","[mapas]\[favelacdd]\quebradashoprua_cdd.ytyp","hash_924BE507","hash_7D490B95","hash_924BE507","defined"
"cdd","hash_058F6998","HASH_058F6998","direct","","[ydr]\ultragazvb.ydr","","","matched"
"cdd","hash_058F6998","HASH_058F6998","Drawable","[ydr]\barracoqs10.ytyp","hash_058F6998","hash_CBC6FBD3","hash_058F6998","defined"
"cdd","hash_F56EF57A","HASH_F56EF57A","unknown","","","","","native_or_missing"
"cdd","hash_8F1B34FB","HASH_8F1B34FB","unknown","","","","","native_or_missing"
"cdd","hash_2305AE17","HASH_2305AE17","unknown","","","","","native_or_missing"
"cdd","hash_51B12338","HASH_51B12338","unknown","","","","","native_or_missing"
"cdd","hash_BCFA2220","HASH_BCFA2220","direct","","[ydr]\fav_qs_botijao.ydr","","","matched"
"cdd","hash_BCFA2220","HASH_BCFA2220","Drawable","[ytyp]\favela_qs_props.ytyp","hash_BCFA2220","hash_7D490B95","hash_BCFA2220","defined"
"cdd","hash_E3D84706","HASH_E3D84706","unknown","","","","","native_or_missing"
"cdd","hash_F6FF3F3D","HASH_F6FF3F3D","unknown","","","","","native_or_missing"
"cdd","hash_1ACAF605","HASH_1ACAF605","direct","","[ydr]\portagaz.ydr","","","matched"
"cdd","hash_1ACAF605","HASH_1ACAF605","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_1ACAF605","hash_5BD1F89C","hash_C0C27140","defined"
"cdd","hash_02E1FFEB","HASH_02E1FFEB","direct","","[ydr]\rampa.ydr","","","matched"
"cdd","hash_02E1FFEB","HASH_02E1FFEB","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_02E1FFEB","hash_29E5B098","hash_893DA201","defined"
