"Map","Scope","RelativePath","Extension","Bytes","SHA256"
"deus","shared","[ydr]\qsbarraco75d.ydr",".ydr","91099","4C21387D7A3C537BD3339CADDE888E915F4CD177B49E4B7C3C5A18F5B5105640"
"deus","shared","[ydr]\qsbarraco80f.ydr",".ydr","35150","892E968379892C63B7D0459A380B6A7BF5EF12677868A81D6A0CAD5529C46C8D"
"deus","shared","[ydr]\qsbarraco81b.ydr",".ydr","26865","5E041967F844305025E0B9F948717A4E6B25D7A4610FDADA26E0A385ECF57523"
"deus","shared","[ydr]\qsbarraco84a.ydr",".ydr","21034","11CC0241FE5A38C8BE81D0E236D085AF5EFDFCD25638705FD82FF0F0C9B874B8"
"deus","shared","[ydr]\qsgrade.ydr",".ydr","34055","73F7C0566205010119E570ADF364E83FC96115A6707A79128605CBCF1C43EB5F"
"deus","shared","[ydr]\qsgrade1.ydr",".ydr","39555","BB218EB203F376453E4E175AA2BED1C3322F5B5D4001EFDE8B567B2B2CB88E8E"
"deus","shared","[ydr]\qsgrade3.ydr",".ydr","20765","B7A6AD9F49CFBA8ABE26370CF3F3A688FACE4B434A8C65E8578E67DC011F391A"
"deus","shared","[ydr]\quebradashop_caveirao.ydr",".ydr","3125477","092D64304DEC79E61A0E846C9B12B0722E1AC953351D3A91BDB0E13432722AA2"
"deus","shared","[ydr]\quebradashop_muro1a.ydr",".ydr","4485","C97681EF9FC518A5196AE9456392C0F99234E2954370741F2A75B6CCD2E933B2"
"deus","shared","[ydr]\quebradashop12f.ydr",".ydr","34503","0D02A922CEBE2136B6E0BE5B17EB07BB0974F313C768190ED6A7A044CBB6FC29"
"deus","shared","[ydr]\quebradashop1a.ydr",".ydr","91855","9B499CF8CD705095E6BF3E708D98AA6EBF871D90CEFED3236F0E6D6E89DF8475"
"deus","shared","[ydr]\quebradashop1e.ydr",".ydr","91843","4E279D9C6D41E10271A77F1AF26FC424F44C00FDA203394DC8B09164FFF20DD6"
"deus","shared","[ydr]\quebradashop2g.ydr",".ydr","29167","47A311D4923431BAD5DC876E588694B45022CE6A2AC089D0C067C44B2FC6DED4"
"deus","shared","[ydr]\quebradashop8f.ydr",".ydr","22103","127691900925D6DC2695EBAFB9A24B3B7407C067476BF9EFA21759A8B13683DB"
"deus","shared","[ydr]\quebradashopgraf124.ydr",".ydr","10091","8CD1EABE6B61FA4089B5A90A8C5A43B09853C9AB47C8426DB8BD313F058C7834"
"deus","shared","[ydr]\quebradashopgraf125.ydr",".ydr","23788","B78A3E5E1821BD4DC74C7830126F199C148ED4694BB36514BB666AC18AEAAD0F"
"deus","shared","[ydr]\quebradashopgraf260.ydr",".ydr","243606","E6C7952FFA16948E1A227EC5EF04DD6A9692427F949DF22500A35949620F585A"
"deus","shared","[ydr]\quebradashopgraf502.ydr",".ydr","50536","EE2FBD341CFBD10D359A3FF8AA59D13E2C9DA2643C25E6BD0C5966484CD2D795"
"deus","shared","[ydr]\quebradashopgraf519.ydr",".ydr","158531","C607FB1A7A930306F7B03DE91C62EB90754302CB631731DBCBAAF5E77CA20CA6"
"deus","shared","[ydr]\quebradashopgraf56.ydr",".ydr","477","40CDCE65A0B463D78ABCDB62A16FD07D1F239BD5D0ED01591A556DC77478D4DC"
"deus","shared","[ydr]\tijoloqs1.ydr",".ydr","29893","12E2AE041E040E02A876894872507DFAC18F38F4CB05BA62DACB856704D9EC6E"
"deus","shared","[ydr]\trepatrepa.ydr",".ydr","66489","19C93A597F5E093E4D94E61642F8FBB6C3D3E54AFE82CE1B59E368B49490061F"
"deus","shared","[ydr]\xadrez.ydr",".ydr","49078","26220D1BBC97A8698C4CDC74E9DAD13FCDB58FCFFEA8C6187F62DAF8ABE2DD30"
"deus","shared","[ytd]\cs_8646_lod.ytd",".ytd","9479761","CB6E253AF8793FEEE09A9505059742CFEEBB2494A08E60AE52CCBA6D6238C13D"
"deus","shared","[ytd]\favela_qs_casas.ytd",".ytd","5501092","5D8A793E0E660731178A4D6FE7F0D96AFC32016113813FECA68547C1CC044D08"
"deus","shared","[ytd]\favela_qs_props.ytd",".ytd","2350360","D1159301BB97FF1D3391F495B65EE64EA7880828ED89A991F842FC57A0FB857C"
"deus","shared","[ytd]\props.ytd",".ytd","285517","49D14DBB2C9C2D417A4582691705745EA78CFDE03889E3A140EA8E40E999776F"
"deus","shared","[ytd]\quebradashopgrafite.ytd",".ytd","3073566","4D90E97855EA2D77E97E6D80A70C62BF93705F895124FB389FFD7F04AD36F9BD"
"deus","shared","[ytd]\texturasvb.ytd",".ytd","6393663","9FB5370B22FE5947212DDCF7E351C9173101485A04C859FECCFB5FA362A41357"
"deus","shared","[ytyp]\cs_hlun_lod.ytyp",".ytyp","36065","E710C4D1E67054A60C53AD9938D71B581E89CE2BB8FA3E371547988F6745833E"
"deus","shared","[ytyp]\detailrua1.ytyp",".ytyp","9687","28AF94B49842243ED627AC6FD825CC910E695F28272E295AF9018B5E691F2B6B"
"deus","shared","[ytyp]\favela_quebradashop.ytyp",".ytyp","15683","5EC0C107E041FB7C0605F5E63BD17A993BE40382973AC431A4E94D94F260DBE8"
"deus","shared","[ytyp]\quebradashopgraf.ytyp",".ytyp","13452","05E817BFCF0BF57307E99F9536993F6610C228726FB4DC6820B02AE55D7AEAA3"
